nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-02 16:00:00",630,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-02 16:10:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-02 16:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-02 16:10:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-02 16:10:00",1780,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-02 16:10:00",2600,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-02 16:10:00",1540,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-02 16:10:00",990,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-02 16:10:00",1830,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-02 16:40:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-02 16:40:00",70,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-02 16:40:00",1000,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-02 16:40:00",6530,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-02 16:40:00",390,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-02 16:40:00",170,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-02 16:40:00",3650,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-02 16:30:00",1800,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-02 16:40:00",1840,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-02 16:30:00",-1830,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-02 16:40:00",800,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-02 16:40:00",720,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-02 16:40:00",630,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-02 16:40:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-02 16:40:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-02 16:40:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-02 16:40:00",1780,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-02 16:40:00",2590,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-02 16:40:00",1530,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-02 16:40:00",970,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-02 16:40:00",1860,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-02 17:10:00",190,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-02 17:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-02 17:00:00",990,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-02 17:10:00",6470,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-02 17:10:00",370,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-02 17:10:00",170,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-02 17:10:00",3590,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-02 17:10:00",1650,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-02 17:10:00",1740,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-02 16:30:00",-1830,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-02 17:10:00",820,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-02 17:10:00",830,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-02 16:50:00",630,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-02 17:10:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-02 17:10:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-02 17:10:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-02 17:10:00",1780,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-02 17:00:00",1710,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-02 17:00:00",1540,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-02 17:10:00",970,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-02 17:10:00",1870,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-02 17:40:00",170,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-02 17:30:00",90,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-02 17:40:00",980,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-02 17:40:00",6420,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-02 17:40:00",360,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-02 17:40:00",170,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-02 17:30:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-02 17:30:00",1630,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-02 17:40:00",1700,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-02 16:30:00",-1830,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-02 17:40:00",850,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-02 17:40:00",920,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-02 17:40:00",630,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-02 17:40:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-02 17:40:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-02 17:40:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-02 17:40:00",1780,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-02 17:00:00",1710,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-02 17:00:00",1540,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-02 17:40:00",1110,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-02 17:40:00",1870,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-02 18:10:00",170,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-02 18:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-02 18:10:00",970,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-02 18:10:00",6380,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-02 18:10:00",360,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-02 18:10:00",170,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-02 18:10:00",3490,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-02 17:30:00",1630,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-02 18:10:00",1660,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-02 16:30:00",-1830,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-02 18:10:00",870,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-02 18:10:00",1010,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-02 18:10:00",630,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-02 18:10:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-02 18:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-02 18:10:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-02 17:40:00",1780,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-02 17:00:00",1710,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-02 17:00:00",1540,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-02 18:10:00",910,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-02 18:10:00",1870,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-02 18:40:00",170,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-02 18:40:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-02 18:40:00",960,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-02 18:40:00",6330,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-02 18:40:00",360,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-02 18:40:00",170,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-02 18:40:00",3400,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-02 17:30:00",1630,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-02 18:40:00",1640,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-02 16:30:00",-1830,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-02 18:40:00",870,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-02 18:40:00",1090,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-02 18:40:00",630,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-02 18:40:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-02 18:40:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-02 18:40:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-02 17:40:00",1780,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-02 18:00:00",1800,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-02 18:00:00",1650,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-02 18:40:00",890,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-02 18:40:00",1860,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-02 19:10:00",170,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-02 19:10:00",90,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-02 19:10:00",950,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-02 19:10:00",6290,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-02 19:10:00",360,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-02 19:10:00",180,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-02 19:10:00",3380,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-02 18:03:46",1740,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-02 19:10:00",1590,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-02 16:30:00",-1830,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-02 19:10:00",850,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-02 19:10:00",1130,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-02 19:10:00",630,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-02 19:10:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-02 19:10:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-02 19:10:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-02 17:40:00",1780,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-02 18:00:00",1800,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-02 18:00:00",1650,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-02 19:10:00",860,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-02 19:10:00",1850,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-02 19:40:00",170,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-02 19:40:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-02 19:40:00",950,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-02 19:40:00",6250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-02 19:40:00",350,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-02 19:40:00",180,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-02 19:40:00",3310,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-02 18:03:46",1740,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-02 19:40:00",1570,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-02 19:30:00",-1890,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-02 19:40:00",860,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-02 19:40:00",1170,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-02 19:40:00",630,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-02 19:40:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-02 19:40:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-02 19:40:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-02 17:40:00",1780,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-02 18:00:00",1800,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-02 18:00:00",1650,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-02 19:40:00",820,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-02 19:40:00",1840,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-02 20:10:00",170,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-02 20:10:00",90,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-02 20:10:00",940,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-02 20:10:00",6220,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-02 20:10:00",360,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-02 20:10:00",180,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-02 20:00:00",3320,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-02 18:03:46",1740,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-02 20:10:00",1470,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-02 20:10:00",-1910,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-02 20:10:00",840,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-02 20:10:00",1200,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-02 20:10:00",630,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-02 20:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-02 20:10:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-02 20:10:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-02 17:40:00",1780,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-02 18:00:00",1800,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-02 18:00:00",1650,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-02 20:10:00",780,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-02 20:00:00",1840,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-02 20:40:00",170,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-02 20:40:00",90,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-02 20:40:00",940,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-02 20:40:00",6190,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-02 20:40:00",360,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-02 20:40:00",180,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-02 20:40:00",3240,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-02 20:02:05",1540,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-02 20:40:00",1460,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-02 20:40:00",-1920,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-02 20:40:00",800,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-02 20:30:00",1210,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-02 20:40:00",630,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-02 20:40:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-02 20:40:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-02 20:40:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-02 19:10:25",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-02 20:02:05",1800,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-02 20:02:05",1500,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-02 20:40:00",740,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-02 20:00:00",1840,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-02 21:10:00",160,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-02 21:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-02 21:10:00",930,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-02 21:10:00",6160,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-02 21:10:00",370,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-02 21:10:00",180,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-02 21:10:00",3180,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-02 20:02:05",1540,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-02 21:10:00",1400,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-02 21:10:00",-1940,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-02 21:10:00",790,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-02 21:10:00",1220,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-02 21:00:00",630,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-02 21:10:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-02 21:10:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-02 21:10:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-02 20:01:55",750,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-02 20:02:05",1800,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-02 20:02:05",1500,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-02 21:10:00",670,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-02 20:00:00",1840,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-02 21:40:00",160,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-02 21:40:00",70,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-02 21:40:00",920,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-02 21:40:00",6130,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-02 21:40:00",370,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-02 21:40:00",180,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-02 21:30:00",3160,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-02 20:02:05",1540,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-02 21:40:00",1370,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-02 21:40:00",-1960,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-02 21:40:00",810,"Status : Normal"
